,Entity,Year,Bottom Trawl (Tonnes)
1631,Equatorial Guinea,2008,2952.288
1632,Equatorial Guinea,2009,2923.344
1633,Equatorial Guinea,2010,2894.4
1634,Equatorial Guinea,2011,3030.3325222
1635,Equatorial Guinea,2012,1133.006173636
1636,Equatorial Guinea,2013,2309.00477193
1637,Equatorial Guinea,2014,2777.73760608
1638,Equatorial Guinea,2015,1592.933517711
1639,Equatorial Guinea,2016,1921.852276385
1640,Equatorial Guinea,2017,2764.33695527
1641,Equatorial Guinea,2018,3361.700104721
1642,Estonia,1950,985.596659435
1643,Estonia,1951,1021.263916814
1644,Estonia,1952,1062.832950869
1645,Estonia,1953,906.050977512
1646,Estonia,1954,1049.4898040229998
1647,Estonia,1955,1132.627872122
1648,Estonia,1956,6762.409650528
1649,Estonia,1957,24741.73474068
1650,Estonia,1958,40997.24649699
1651,Estonia,1959,61586.26368384999
1652,Estonia,1960,88311.03167228
1653,Estonia,1961,98551.68471742
1654,Estonia,1962,80353.07440203
1655,Estonia,1963,130537.98333631
1656,Estonia,1964,136283.08347912
1657,Estonia,1965,159777.23618885
1658,Estonia,1966,141751.49031097
1659,Estonia,1967,135942.80851843
1660,Estonia,1968,154111.92479219
1661,Estonia,1969,171039.62664254
1662,Estonia,1970,132880.22233442002
1663,Estonia,1971,166849.42550446998
1664,Estonia,1972,177539.94231695
1665,Estonia,1973,190862.92527904
1666,Estonia,1974,145509.50985585002
1667,Estonia,1975,135276.46918371
1668,Estonia,1976,88490.17369873
1669,Estonia,1977,47117.78998101
1670,Estonia,1978,29943.7659704
1671,Estonia,1979,65800.08781534
1672,Estonia,1980,94729.15320992
1673,Estonia,1981,42376.532144323006
1674,Estonia,1982,52936.004241507006
1675,Estonia,1983,15567.793731097998
1676,Estonia,1984,18862.126278485
1677,Estonia,1985,16244.86011814
1678,Estonia,1986,16139.064377905
1679,Estonia,1987,15350.93572495
1680,Estonia,1988,21283.696045197
1681,Estonia,1989,22446.988227975
1682,Estonia,1990,27128.937893237
1683,Estonia,1991,9079.818998767
1684,Estonia,1992,781.5264101919998
1685,Estonia,1993,16539.450312562
1686,Estonia,1994,774.3314363469998
1687,Estonia,1995,1653.28372599
1688,Estonia,1996,872.9550427700001
1689,Estonia,1997,642.3130387829999
1690,Estonia,1998,534.9716318290001
1691,Estonia,1999,512.822237859
1692,Estonia,2000,5579.34873718
1693,Estonia,2001,3350.374449154
1694,Estonia,2002,2449.780561526
1695,Estonia,2003,3776.919845944
1696,Estonia,2004,3674.977014349001
1697,Estonia,2005,3483.363370594
1698,Estonia,2006,3958.50599026
1699,Estonia,2007,2433.980068941
1700,Estonia,2008,2894.730363314
1701,Estonia,2009,3677.402382453001
1702,Estonia,2010,4641.354718283
1703,Estonia,2011,3856.701095995
1704,Estonia,2012,2312.4109018050003
1705,Estonia,2013,7690.641491269
1706,Estonia,2014,7087.713319155001
1707,Estonia,2015,7931.528311421
1708,Estonia,2016,7140.705775484999
1709,Estonia,2017,9713.369020168002
1710,Estonia,2018,4812.374297663
1711,Falkland Islands,1989,778.2317088
1712,Falkland Islands,1990,5844.362528000001
1713,Falkland Islands,1991,1352.221249
1714,Falkland Islands,1992,1831.957644
1715,Falkland Islands,1993,1930.508792
1716,Falkland Islands,1994,5861.530757
1717,Falkland Islands,1995,26712.49852
1718,Falkland Islands,1996,31239.30588
1719,Falkland Islands,1997,16662.85034
1720,Falkland Islands,1998,41269.84171
1721,Falkland Islands,1999,34746.233830000005
1722,Falkland Islands,2000,60276.90271
1723,Falkland Islands,2001,56793.78385
1724,Falkland Islands,2002,34410.1336
1725,Falkland Islands,2003,59023.08079
1726,Falkland Islands,2004,41753.4726
1727,Falkland Islands,2005,73193.71206
1728,Falkland Islands,2006,62757.23432991
1729,Falkland Islands,2007,63595.060034526
1730,Falkland Islands,2008,74969.895789415
1731,Falkland Islands,2009,57200.287564825005
1732,Falkland Islands,2010,91937.443712034
1733,Falkland Islands,2011,57828.042280246
1734,Falkland Islands,2012,83589.9324358732
1735,Falkland Islands,2013,57805.677338751
1736,Falkland Islands,2014,63517.233720002
1737,Falkland Islands,2015,40319.719227412
1738,Falkland Islands,2016,54438.384304841
1739,Falkland Islands,2017,63007.037619747
1740,Falkland Islands,2018,81978.49959016399
1741,Faroe Islands,1950,43376.554701172005
1742,Faroe Islands,1951,40852.417507274
1743,Faroe Islands,1952,88741.69232775804
1744,Faroe Islands,1953,108429.839776132
1745,Faroe Islands,1954,149006.228300802
1746,Faroe Islands,1955,184654.99197827405
1747,Faroe Islands,1956,167934.70683492796
1748,Faroe Islands,1957,183398.176248848
1749,Faroe Islands,1958,228940.906917114
1750,Faroe Islands,1959,215532.9146543581
1751,Faroe Islands,1960,283768.874104102
1752,Faroe Islands,1961,297538.035114652
1753,Faroe Islands,1962,434174.8603418
1754,Faroe Islands,1963,393092.81860688207
1755,Faroe Islands,1964,361484.9474653661
1756,Faroe Islands,1965,317473.65599919
1757,Faroe Islands,1966,299658.32333380805
1758,Faroe Islands,1967,285564.44720739993
1759,Faroe Islands,1968,228039.567373474
1760,Faroe Islands,1969,175960.030774142
1761,Faroe Islands,1970,143245.73455248002
1762,Faroe Islands,1971,171540.97685544207
1763,Faroe Islands,1972,163954.07856455998
1764,Faroe Islands,1973,144496.574544316
1765,Faroe Islands,1974,161482.822097336
1766,Faroe Islands,1975,137850.81967267202
1767,Faroe Islands,1976,149885.67361091802
1768,Faroe Islands,1977,134634.421188466
1769,Faroe Islands,1978,111406.222375542
1770,Faroe Islands,1979,110553.336386814
1771,Faroe Islands,1980,119553.066592916
1772,Faroe Islands,1981,137302.76451505002
1773,Faroe Islands,1982,114975.415467312
1774,Faroe Islands,1983,144183.70528532795
1775,Faroe Islands,1984,151453.27618068396
1776,Faroe Islands,1985,129017.75726046802
1777,Faroe Islands,1986,121830.872867662
1778,Faroe Islands,1987,148542.339460472
1779,Faroe Islands,1988,145900.848928884
1780,Faroe Islands,1989,129284.549992748
1781,Faroe Islands,1990,129676.30881053598
1782,Faroe Islands,1991,128894.80530185
1783,Faroe Islands,1992,116075.71957903
1784,Faroe Islands,1993,114763.184224922
1785,Faroe Islands,1994,117719.311750582
1786,Faroe Islands,1995,98282.587173626
1787,Faroe Islands,1996,93922.699483706
1788,Faroe Islands,1997,98216.951574284
1789,Faroe Islands,1998,101681.67241510798
1790,Faroe Islands,1999,90166.60986355795
1791,Faroe Islands,2000,98312.43257689802
1792,Faroe Islands,2001,97305.090616634
1793,Faroe Islands,2002,126357.094931378
1794,Faroe Islands,2003,104722.433708166
1795,Faroe Islands,2004,102561.449208772
1796,Faroe Islands,2005,113835.83341512
1797,Faroe Islands,2006,109684.638090566
1798,Faroe Islands,2007,107190.902123606
1799,Faroe Islands,2008,108220.94142218
1800,Faroe Islands,2009,102265.152850828
1801,Faroe Islands,2010,90952.839537878
1802,Faroe Islands,2011,75332.478962584
1803,Faroe Islands,2012,74606.9319546
1804,Faroe Islands,2013,65985.678060508
1805,Faroe Islands,2014,67931.54078082
1806,Faroe Islands,2015,75817.11733922601
1807,Faroe Islands,2016,78118.064357414
1808,Faroe Islands,2017,70145.10367546199
1809,Faroe Islands,2018,64470.310748150005
1810,France,1950,91934.7800928
1811,France,1951,142383.19059940003
1812,France,1952,102777.0022439
1813,France,1953,112708.605799
1814,France,1954,108490.18795561996
1815,France,1955,128264.89029888
1816,France,1956,134059.64896018
1817,France,1957,116849.45098348
1818,France,1958,129404.03751756
1819,France,1959,127717.8850008
1820,France,1960,171245.938923
1821,France,1961,126803.0310062
1822,France,1962,136166.3368554
1823,France,1963,146530.77215759995
1824,France,1964,157168.8717526
1825,France,1965,162310.92846279996
1826,France,1966,145724.49375860003
1827,France,1967,146086.44476814
1828,France,1968,173427.96243359998
1829,France,1969,163774.48285619996
1830,France,1970,172030.70115680003
1831,France,1971,199809.4722832
1832,France,1972,199931.5483258
1833,France,1973,221743.066864
1834,France,1974,219362.35620799995
1835,France,1975,215750.41628
1836,France,1976,198468.47254620004
1837,France,1977,180056.65659980002
1838,France,1978,207414.9578888
1839,France,1979,195223.4286458
1840,France,1980,227398.9728386
1841,France,1981,254149.94547140005
1842,France,1982,237387.9855352
1843,France,1983,231288.32500960003
1844,France,1984,227824.6089926
1845,France,1985,228773.2852366
1846,France,1986,229720.6222548
1847,France,1987,258551.8098726
1848,France,1988,280415.6827868001
1849,France,1989,272552.74824040005
1850,France,1990,272404.5125542001
1851,France,1991,232618.2260432
1852,France,1992,230917.0320224
1853,France,1993,190099.6257728
1854,France,1994,199890.26935999995
1855,France,1995,225853.49475740004
1856,France,1996,217061.0180354
1857,France,1997,234771.1524018
1858,France,1998,207458.789213
1859,France,1999,221171.73584860004
1860,France,2000,272049.0277748001
1861,France,2001,273558.2241304
1862,France,2002,255562.52984320003
1863,France,2003,223246.4073798
1864,France,2004,200570.4936462
1865,France,2005,183900.1739956
1866,France,2006,192296.7689624
1867,France,2007,190954.04734180003
1868,France,2008,169492.6478366
1869,France,2009,135298.62639705997
1870,France,2010,141507.10353216
1871,France,2011,252636.3814018
1872,France,2012,152332.44586560002
1873,France,2013,166517.15123300004
1874,France,2014,164024.00755519996
1875,France,2015,134401.50904619996
1876,France,2016,136900.33870920003
1877,France,2017,136231.50808626
1878,France,2018,112089.37618958602
1879,Gabon,1950,61.015341459
1880,Gabon,1951,61.015341459
1881,Gabon,1952,61.015341459
1882,Gabon,1953,61.015341459
1883,Gabon,1954,61.015341459
1884,Gabon,1955,61.015341459
1885,Gabon,1956,61.015341459
1886,Gabon,1957,102.709158123
1887,Gabon,1958,956.41547738
1888,Gabon,1959,1810.12179663
1889,Gabon,1960,2663.82811588
1890,Gabon,1961,3517.53443513
1891,Gabon,1962,4371.24075438
1892,Gabon,1963,5224.94707364
1893,Gabon,1964,6078.6533929
1894,Gabon,1965,6932.3597121
1895,Gabon,1966,7786.0660314
1896,Gabon,1967,8639.7723506
1897,Gabon,1968,8625.200069393999
1898,Gabon,1969,8610.666969775
1899,Gabon,1970,8607.192623822999
1900,Gabon,1971,8596.411075873
1901,Gabon,1972,8585.668709809
1902,Gabon,1973,8576.140944854
1903,Gabon,1974,8565.558565747999
1904,Gabon,1975,8569.31180126
1905,Gabon,1976,8560.298459436
1906,Gabon,1977,8548.773698733
1907,Gabon,1978,8554.713145708
1908,Gabon,1979,8555.900597819
1909,Gabon,1980,8545.944691623
1910,Gabon,1981,8540.685415094998
1911,Gabon,1982,8534.367426226001
1912,Gabon,1983,8523.216767149002
1913,Gabon,1984,8517.857928372
1914,Gabon,1985,44924.548666807
1915,Gabon,1986,41252.26997924501
1916,Gabon,1987,36889.72254921199
1917,Gabon,1988,31282.872304573
1918,Gabon,1989,30711.267480289
1919,Gabon,1990,31748.432717686
1920,Gabon,1991,31346.458363428
1921,Gabon,1992,28205.306660309
1922,Gabon,1993,25123.589798591
1923,Gabon,1994,51229.553834653
1924,Gabon,1995,42038.092054755
1925,Gabon,1996,35918.819106104
1926,Gabon,1997,26178.808858499
1927,Gabon,1998,36386.11335791
1928,Gabon,1999,32839.321726793
1929,Gabon,2000,42400.160424516005
1930,Gabon,2001,29390.387503467
1931,Gabon,2002,39912.22719755
1932,Gabon,2003,35709.820055111
1933,Gabon,2004,38818.192206367
1934,Gabon,2005,32973.799147896
1935,Gabon,2006,36747.938814465
1936,Gabon,2007,33123.669064608
1937,Gabon,2008,30869.396183986
1938,Gabon,2009,19056.064392157
1939,Gabon,2010,16874.865012767
1940,Gabon,2011,18400.146931473
1941,Gabon,2012,19604.500399464
1942,Gabon,2013,20834.033080065
1943,Gabon,2014,22098.428085408
1944,Gabon,2015,29011.422173016
1945,Gabon,2016,28452.740368315
1946,Gabon,2017,44060.887880461
1947,Gabon,2018,16527.822139910997
1948,Gambia,1967,338.9290447
1949,Gambia,1968,407.0202938
1950,Gambia,1969,852.7868871000001
1951,Gambia,1970,1065.41581747
1952,Gambia,1971,1467.2764324
1953,Gambia,1972,1978.1222175
1954,Gambia,1973,2231.341274
1955,Gambia,1974,2385.2559552
1956,Gambia,1975,3990.3861214
1957,Gambia,1976,5549.8926884
1958,Gambia,1977,7657.566317000001
1959,Gambia,1978,9189.545497
1960,Gambia,1979,10811.443276
1961,Gambia,1980,12284.622356
1962,Gambia,1981,14624.658233
1963,Gambia,1982,15209.343091
1964,Gambia,1983,16587.169414999997
1965,Gambia,1984,17933.673097
1966,Gambia,1985,18849.186868
1967,Gambia,1986,22975.274292162
1968,Gambia,1987,20951.082531221
1969,Gambia,1988,16405.893610193
1970,Gambia,1989,16079.665931353
1971,Gambia,1990,22518.061644585
1972,Gambia,1991,24554.100593202
1973,Gambia,1992,24634.600441301
1974,Gambia,1993,22006.661398991
1975,Gambia,1994,19736.226502819
1976,Gambia,1995,22887.00011074
1977,Gambia,1996,17039.408262163997
1978,Gambia,1997,12014.173213462998
1979,Gambia,1998,7456.783067572999
1980,Gambia,1999,7007.322491386
1981,Gambia,2000,23898.408517494
1982,Gambia,2001,13194.944986039
1983,Gambia,2002,13783.893021256
1984,Gambia,2003,23663.052809783
1985,Gambia,2004,17406.037633376
1986,Gambia,2005,7794.276771614999
1987,Gambia,2006,5514.418866829001
1988,Gambia,2007,3463.02746926
1989,Gambia,2008,2819.313671315
1990,Gambia,2009,557.6263145600001
1991,Gambia,2010,924.80955813
1992,Gambia,2011,1039.80460459
1993,Gambia,2012,2255.1471111
1994,Gambia,2013,2572.9853549
1995,Gambia,2014,1441.72772186
1996,Gambia,2018,3788.328505
1997,Georgia,1950,502.5472
1998,Georgia,1951,577.6238787120001
1999,Georgia,1952,649.4432743539999
2000,Georgia,1953,717.947177882
2001,Georgia,1954,783.0774291739999
2002,Georgia,1955,844.77552861
2003,Georgia,1956,902.983394932
2004,Georgia,1957,957.642877102
2005,Georgia,1958,1008.695417594
2006,Georgia,1959,1056.083046338
2007,Georgia,1960,1099.7474381700004
2008,Georgia,1961,1424.357944984
2009,Georgia,1962,1730.010822408
2010,Georgia,1963,2016.4249481700003
2011,Georgia,1964,2283.31916732
2012,Georgia,1965,2530.4131383000004
2013,Georgia,1966,2959.5202823039995
2014,Georgia,1967,3355.8780722
2015,Georgia,1968,3718.9520322
2016,Georgia,1969,4048.20714
2017,Georgia,1970,4343.107178299999
2018,Georgia,1971,5097.638161699999
2019,Georgia,1972,5777.4898861
2020,Georgia,1973,6381.501892200002
2021,Georgia,1974,6908.515016790001
2022,Georgia,1975,7357.37167101
2023,Georgia,1976,7726.910803570001
2024,Georgia,1977,8015.974868649999
2025,Georgia,1978,8223.4061428
2026,Georgia,1979,8311.4693922
2027,Georgia,1980,8072.339999999999
2028,Georgia,1981,8888.226664909998
2029,Georgia,1982,9633.3055278
2030,Georgia,1983,10366.62321898
2031,Georgia,1984,11088.180797449995
2032,Georgia,1985,11797.9830861
2033,Georgia,1986,12496.03242814
2034,Georgia,1987,13182.322903379998
2035,Georgia,1988,20885.423246702
2036,Georgia,1989,12796.62621
2037,Georgia,1990,8874.27157
2038,Georgia,1991,1998.822225
2039,Georgia,1992,1590.1678250000004
2040,Georgia,1993,877.6716786000002
2041,Georgia,1994,536.2152571
2042,Georgia,1995,517.3699606999999
2043,Georgia,1996,664.6770893
2044,Georgia,1997,489.8467428999999
2045,Georgia,1998,1063.3374214
2046,Georgia,1999,438.603525
2047,Georgia,2000,502.1613286
2048,Georgia,2001,565.5092321000001
2049,Georgia,2002,804.4166607
2050,Georgia,2003,921.5440893
2051,Georgia,2004,1451.2315179999998
2052,Georgia,2005,1835.415673278
2053,Georgia,2006,2127.263920496
2054,Georgia,2007,3205.674829504
2055,Georgia,2008,4912.079829204
2056,Georgia,2009,5071.856193567999
2057,Georgia,2010,6015.599375
2058,Georgia,2011,4424.354375000001
2059,Georgia,2012,2805.049375000001
2060,Georgia,2013,8334.979374999997
2061,Georgia,2014,10556.649374999995
2062,Georgia,2015,8447.494375
2063,Georgia,2016,10529.259374999996
2064,Georgia,2017,14551.26938
2065,Georgia,2018,14081.336506978
2066,Germany,1950,172651.36701182398
2067,Germany,1951,206728.4274705501
2068,Germany,1952,238566.60255593195
2069,Germany,1953,233362.203059644
2070,Germany,1954,244836.103698022
2071,Germany,1955,312167.5857489041
2072,Germany,1956,369486.1749218499
2073,Germany,1957,366690.482791292
2074,Germany,1958,524288.9716547059
2075,Germany,1959,595159.6681963861
2076,Germany,1960,665556.1166050561
2077,Germany,1961,956949.6271099142
2078,Germany,1962,1009474.35015026
2079,Germany,1963,1215768.1314942862
2080,Germany,1964,1038953.371139778
2081,Germany,1965,1168937.4339537
2082,Germany,1966,1176985.4535844098
2083,Germany,1967,1275955.3399276405
2084,Germany,1968,1143026.7847322638
2085,Germany,1969,951230.446047676
2086,Germany,1970,679686.3003358281
2087,Germany,1971,544971.6607463642
2088,Germany,1972,433309.900567764
2089,Germany,1973,453898.555586654
2090,Germany,1974,451366.580107538
2091,Germany,1975,421043.313410522
2092,Germany,1976,362618.754182536
2093,Germany,1977,359751.94011663407
2094,Germany,1978,272404.84318521
2095,Germany,1979,228876.85464465403
2096,Germany,1980,151597.17847629596
2097,Germany,1981,125028.05437271598
2098,Germany,1982,170085.754606672
2099,Germany,1983,158319.158400162
2100,Germany,1984,150674.57660734796
2101,Germany,1985,114888.552895506
2102,Germany,1986,94630.03086111
2103,Germany,1987,86742.03251844998
2104,Germany,1988,113266.07962786002
2105,Germany,1989,83721.56287974601
2106,Germany,1990,91074.134740704
2107,Germany,1991,78873.67059694199
2108,Germany,1992,63976.415728932
2109,Germany,1993,80907.43658531201
2110,Germany,1994,79149.25448765399
2111,Germany,1995,66603.33343714202
2112,Germany,1996,65462.609667756005
2113,Germany,1997,62979.04534872999
2114,Germany,1998,57441.74773588601
2115,Germany,1999,55148.359836568
2116,Germany,2000,54679.79725821
2117,Germany,2001,52853.906850588
2118,Germany,2002,54092.552437732
2119,Germany,2003,49468.529681838
2120,Germany,2004,45953.336683412
2121,Germany,2005,44280.127126402
2122,Germany,2006,50068.312299806006
2123,Germany,2007,43958.474164634
2124,Germany,2008,48400.20512029599
2125,Germany,2009,52412.625159760006
2126,Germany,2010,52191.766992162
2127,Germany,2011,54702.877997250005
2128,Germany,2012,41059.00906952999
2129,Germany,2013,50926.060451776
2130,Germany,2014,44151.650372324
2131,Germany,2015,35609.351570628
2132,Germany,2016,44943.90344407801
2133,Germany,2017,42503.89379557599
2134,Germany,2018,52180.7543476
2135,Ghana,1950,672.784398153
2136,Ghana,1951,698.1023681779999
2137,Ghana,1952,508.124178058
2138,Ghana,1953,636.815425244
2139,Ghana,1954,471.662808617
2140,Ghana,1955,424.9562419950001
2141,Ghana,1956,753.0719620940001
2142,Ghana,1957,842.684530275
2143,Ghana,1958,1849.342570727
2144,Ghana,1959,2248.4469137640003
2145,Ghana,1960,2007.577366872
2146,Ghana,1961,2266.622561116
2147,Ghana,1962,5500.851113318
2148,Ghana,1963,16896.515369135
2149,Ghana,1964,26862.814168622004
2150,Ghana,1965,55201.471190198
2151,Ghana,1966,54053.505003246
2152,Ghana,1967,52234.263683709
2153,Ghana,1968,41026.830730263006
2154,Ghana,1969,65246.060277399
2155,Ghana,1970,80491.836851715
2156,Ghana,1971,74465.07634866
2157,Ghana,1972,117026.343661235
2158,Ghana,1973,139903.245015613
2159,Ghana,1974,80103.4343303
2160,Ghana,1975,120163.41596074
2161,Ghana,1976,127885.5419636
2162,Ghana,1977,120295.846067942
2163,Ghana,1978,73050.892228954
2164,Ghana,1979,75815.69805719801
2165,Ghana,1980,61012.344382806
2166,Ghana,1981,49029.261016238
2167,Ghana,1982,49269.376668328994
2168,Ghana,1983,54995.44127911
2169,Ghana,1984,53954.65028111001
2170,Ghana,1985,57371.102508286
2171,Ghana,1986,56859.101781144
2172,Ghana,1987,38626.117229303
2173,Ghana,1988,24971.663783739
2174,Ghana,1989,33975.63841371
2175,Ghana,1990,40703.81387843
2176,Ghana,1991,34586.69740733001
2177,Ghana,1992,28265.406044921005
2178,Ghana,1993,23041.932590219
2179,Ghana,1994,28384.107277073
2180,Ghana,1995,26415.197653037
2181,Ghana,1996,37259.07894711899
2182,Ghana,1997,32166.224574456
2183,Ghana,1998,31796.833071843
2184,Ghana,1999,39688.06466
2185,Ghana,2000,22296.44461339
2186,Ghana,2001,28703.60563435
2187,Ghana,2002,34257.151071048
2188,Ghana,2003,47515.845814349006
2189,Ghana,2004,41826.139715078
2190,Ghana,2005,41478.979724289
2191,Ghana,2006,40615.667836375
2192,Ghana,2007,52286.38019747
2193,Ghana,2008,50862.15175371
2194,Ghana,2009,50902.79179039999
2195,Ghana,2010,39190.77399608
2196,Ghana,2011,32966.24354442999
2197,Ghana,2012,33491.96831029999
2198,Ghana,2013,38106.92284566
2199,Ghana,2014,36440.89620213
2200,Ghana,2015,40949.72146880999
2201,Ghana,2016,41889.24381061
2202,Ghana,2017,34580.409651840004
2203,Ghana,2018,41856.79095946
2204,Greece,1950,12637.461942034
2205,Greece,1951,10459.120878842
2206,Greece,1952,10087.093284592
2207,Greece,1953,10873.067012822
2208,Greece,1954,13507.731785012
2209,Greece,1955,13710.652261259998
2210,Greece,1956,13944.265561452
2211,Greece,1957,17296.211339748
2212,Greece,1958,22112.677924156003
2213,Greece,1959,24208.97707771
2214,Greece,1960,25782.159297874
2215,Greece,1961,26695.44546480799
2216,Greece,1962,28326.018437536
2217,Greece,1963,25880.372959738
2218,Greece,1964,27383.16073322
2219,Greece,1965,32773.83651917
2220,Greece,1966,37409.72370803201
2221,Greece,1967,44177.37477318201
2222,Greece,1968,50895.630816258
2223,Greece,1969,51231.60909661601
2224,Greece,1970,49473.43021144601
2225,Greece,1971,56276.426608336
2226,Greece,1972,48260.269040118015
2227,Greece,1973,51884.633546422
2228,Greece,1974,53514.526953366
2229,Greece,1975,51275.250464588
2230,Greece,1976,54392.82178526001
2231,Greece,1977,54040.177257356
2232,Greece,1978,55255.367417454
2233,Greece,1979,56609.743926480005
2234,Greece,1980,80900.05345883999
2235,Greece,1981,78017.62739787999
2236,Greece,1982,81268.97506783999
2237,Greece,1983,74120.07804646
2238,Greece,1984,81956.46926498
2239,Greece,1985,100753.45030168
2240,Greece,1986,109849.51055572
2241,Greece,1987,108716.92171114002
2242,Greece,1988,110957.32340113998
2243,Greece,1989,112065.01139832
2244,Greece,1990,118278.42198374005
2245,Greece,1991,101331.3476144
2246,Greece,1992,93239.58864221998
2247,Greece,1993,91348.3298141
2248,Greece,1994,117532.77438216
2249,Greece,1995,104734.32008161998
2250,Greece,1996,117668.04438064
2251,Greece,1997,127484.76359516
2252,Greece,1998,101217.2240119
2253,Greece,1999,94396.59627362
2254,Greece,2000,102834.69282952
2255,Greece,2001,97026.04513854
2256,Greece,2002,103481.32901998
2257,Greece,2003,97781.81849964
2258,Greece,2004,94847.00242606002
2259,Greece,2005,86191.42108159998
2260,Greece,2006,81875.10263962002
2261,Greece,2007,86345.78212050001
2262,Greece,2008,78377.15990864001
2263,Greece,2009,61025.6645341
2264,Greece,2010,55294.817190136
2265,Greece,2011,56122.314099644005
2266,Greece,2012,49310.22569965
2267,Greece,2013,44814.452651937005
2268,Greece,2014,45354.775884456
2269,Greece,2015,52920.570904976
2270,Greece,2016,57080.75548571399
2271,Greece,2017,56907.20579518
2272,Greece,2018,48848.65351760199
2273,Greenland,1968,208.84449869000005
2274,Greenland,1969,3452.4029947300005
2275,Greenland,1970,7618.938147154001
2276,Greenland,1971,10280.856934358
2277,Greenland,1972,15417.646663270005
2278,Greenland,1973,20976.135420836003
2279,Greenland,1974,26974.307050068004
2280,Greenland,1975,30259.139297530004
2281,Greenland,1976,28175.94727703
2282,Greenland,1977,24860.000385820003
2283,Greenland,1978,32911.938726256005
2284,Greenland,1979,20303.552807254
2285,Greenland,1980,19128.15124573
2286,Greenland,1981,26324.151021802
2287,Greenland,1982,38724.58200264199
2288,Greenland,1983,29927.048000436003
2289,Greenland,1984,18101.427801692
2290,Greenland,1985,28144.240021919995
2291,Greenland,1986,27310.248542028
2292,Greenland,1987,18097.935225856007
2293,Greenland,1988,47157.01068390001
2294,Greenland,1989,78414.70451020202
2295,Greenland,1990,48281.443217726
2296,Greenland,1991,14272.577287274
2297,Greenland,1992,16691.193987312003
2298,Greenland,1993,18892.385597
2299,Greenland,1994,23151.250501040005
2300,Greenland,1995,31486.069392014
2301,Greenland,1996,25097.322064993998
2302,Greenland,1997,28207.387198606
2303,Greenland,1998,31318.597129981
2304,Greenland,1999,45288.30063611
2305,Greenland,2000,36713.75206797
2306,Greenland,2001,39942.50015838901
2307,Greenland,2002,42421.73874444501
2308,Greenland,2003,42952.993523301
2309,Greenland,2004,42347.254804682
2310,Greenland,2005,44120.156589302
2311,Greenland,2006,46467.35662226999
2312,Greenland,2007,41835.32001372901
2313,Greenland,2008,53017.61389818398
2314,Greenland,2009,53900.616343966
2315,Greenland,2010,52623.4843582
2316,Greenland,2011,56201.55530687999
2317,Greenland,2012,60586.071870042
2318,Greenland,2013,65634.92984199998
2319,Greenland,2014,67143.676797558
2320,Greenland,2015,76713.75122488599
2321,Greenland,2016,84654.434532752
2322,Greenland,2017,77120.746960653
2323,Greenland,2018,77467.88574974
2324,Guatemala,2011,4890.352800000001
2325,Guatemala,2013,4890.352800000001
2326,Guatemala,2014,9780.7056
2327,Guatemala,2015,9780.7056
2328,Guatemala,2016,13040.9408
2329,Guatemala,2017,15486.118
2330,Guatemala,2018,13972.436572
2331,Guinea,1950,325.7767225
2332,Guinea,1951,2622.92343041
2333,Guinea,1952,5133.7510371
2334,Guinea,1953,7649.1327105
2335,Guinea,1954,10061.6665977
2336,Guinea,1955,12565.408165600002
2337,Guinea,1956,15073.819973
2338,Guinea,1957,17449.0846782
2339,Guinea,1958,19953.685381
2340,Guinea,1959,22462.1933615
2341,Guinea,1960,24806.103978
2342,Guinea,1961,27309.53914
2343,Guinea,1962,29814.455319
2344,Guinea,1963,32320.433176
2345,Guinea,1964,34634.027081
2346,Guinea,1965,37139.339607
2347,Guinea,1966,39648.744836
2348,Guinea,1967,41954.369994
2349,Guinea,1968,44467.144818
2350,Guinea,1969,46981.96804
2351,Guinea,1970,49499.64302
2352,Guinea,1971,51405.87329
2353,Guinea,1972,53951.611524
2354,Guinea,1973,56317.675942
2355,Guinea,1974,58307.019599
2356,Guinea,1975,60718.712878
2357,Guinea,1976,64593.031343
2358,Guinea,1977,67645.48277799999
2359,Guinea,1978,70092.529749
2360,Guinea,1979,70186.863434
2361,Guinea,1980,72323.158425
2362,Guinea,1981,74293.39425
2363,Guinea,1982,76285.49925
2364,Guinea,1983,78240.17061836302
2365,Guinea,1984,80260.12377306
2366,Guinea,1985,82818.491596266
2367,Guinea,1986,76332.871594774
2368,Guinea,1987,74700.978713805
2369,Guinea,1988,72891.726912078
2370,Guinea,1989,70586.457023421
2371,Guinea,1990,68058.36896513501
2372,Guinea,1991,65285.879121967
2373,Guinea,1992,63119.362100914
2374,Guinea,1993,60244.374609698
2375,Guinea,1994,57204.479031731
2376,Guinea,1995,54760.105931893
2377,Guinea,1996,54086.612080894
2378,Guinea,1997,53611.73170434901
2379,Guinea,1998,49376.547420424
2380,Guinea,1999,43427.14085439199
2381,Guinea,2000,42019.5455277
2382,Guinea,2001,38872.121924328
2383,Guinea,2002,46786.11833011
2384,Guinea,2003,40609.995392232
2385,Guinea,2004,43715.059129931
2386,Guinea,2005,41804.402047293
2387,Guinea,2006,44324.35182093399
2388,Guinea,2007,49133.636168898
2389,Guinea,2008,49356.21991208701
2390,Guinea,2009,50964.02631477099
2391,Guinea,2010,46608.065427236
2392,Guinea,2011,46864.841044598
2393,Guinea,2012,46121.81396136
2394,Guinea,2013,46229.342087246005
2395,Guinea,2014,46205.67043323101
2396,Guinea,2015,43494.628354765
2397,Guinea,2016,43724.557642241
