,Entity,Year,Bottom Trawl (Tonnes)
0,Albania,1950,888.5978522290001
1,Albania,1951,977.457637482
2,Albania,1952,1244.036992541
3,Albania,1953,1510.616348499
4,Albania,1954,1421.756563447
5,Albania,1955,1510.616348499
6,Albania,1956,1510.616348499
7,Albania,1957,1599.476133452
8,Albania,1958,1510.616348499
9,Albania,1959,1599.476133452
10,Albania,1960,1510.616348499
11,Albania,1961,1866.0554894110005
12,Albania,1962,1599.476133452
13,Albania,1963,1777.195704358
14,Albania,1964,1777.195704358
15,Albania,1965,2310.354416176
16,Albania,1966,2310.354416176
17,Albania,1967,3545.840048546
18,Albania,1968,4297.987938116
19,Albania,1969,4942.686128033
20,Albania,1970,5694.834017603
21,Albania,1971,5694.834017603
22,Albania,1972,5694.834017603
23,Albania,1973,5694.834017603
24,Albania,1974,5909.73341491
25,Albania,1975,5909.73341491
26,Albania,1976,5907.584420716001
27,Albania,1977,5898.988444945
28,Albania,1978,6436.236936207999
29,Albania,1979,6393.257057347
30,Albania,1980,6339.5322085220005
31,Albania,1981,6600.634975478
32,Albania,1982,6028.408073146001
33,Albania,1983,6299.0164632940005
34,Albania,1984,4661.592223008
35,Albania,1985,7887.581899648001
36,Albania,1986,7429.188233597
37,Albania,1987,8525.442026162002
38,Albania,1988,8407.982880210999
39,Albania,1989,7310.356185819999
40,Albania,1990,8433.448404817
41,Albania,1991,2254.739078596
42,Albania,1992,1662.305159686
43,Albania,1993,1612.404933246
44,Albania,1994,1422.3770453100003
45,Albania,1995,1120.046417288
46,Albania,1996,1804.863540763
47,Albania,1997,810.6480066920001
48,Albania,1998,1897.429173844
49,Albania,1999,1972.599432291
50,Albania,2000,2466.300773967
51,Albania,2001,1868.338502917
52,Albania,2002,2510.198353645
53,Albania,2003,1470.981116872
54,Albania,2004,2780.0330812110005
55,Albania,2005,2902.1985691879995
56,Albania,2006,3409.514003881
57,Albania,2007,3034.022649624
58,Albania,2008,3513.373603548
59,Albania,2009,3859.144077192
60,Albania,2010,3234.17296135
61,Albania,2011,3144.624904748
62,Albania,2012,7423.873290725
63,Albania,2013,7730.895199104001
64,Albania,2014,6170.716891794
65,Albania,2015,5982.433653226
66,Albania,2016,5501.660085603
67,Albania,2017,5457.845746255
68,Albania,2018,6556.756750529999
69,Algeria,1950,17027.023628534997
70,Algeria,1951,14679.920272536
71,Algeria,1952,17722.837049477
72,Algeria,1953,14766.055445921
73,Algeria,1954,14045.716474887
74,Algeria,1955,16975.108180592
75,Algeria,1956,15843.292179556
76,Algeria,1957,15176.78860146
77,Algeria,1958,14636.910078679
78,Algeria,1959,15933.568311868
79,Algeria,1960,16969.7975902
80,Algeria,1961,18885.764002957
81,Algeria,1962,11420.125173344
82,Algeria,1963,9318.449108333
83,Algeria,1964,9009.428259380998
84,Algeria,1965,9721.466597002
85,Algeria,1966,11176.903205276
86,Algeria,1967,11559.901350645
87,Algeria,1968,10237.343393714
88,Algeria,1969,12362.940048283002
89,Algeria,1970,14991.820843535002
90,Algeria,1971,14608.635021737004
91,Algeria,1972,16554.238307759
92,Algeria,1973,20690.415719371
93,Algeria,1974,22569.625203309
94,Algeria,1975,21575.337710381
95,Algeria,1976,22648.093957463003
96,Algeria,1977,26281.12697263
97,Algeria,1978,22450.935591767
98,Algeria,1979,24758.025882592
99,Algeria,1980,29236.728694006
100,Algeria,1981,33100.173562443
101,Algeria,1982,37376.086556966
102,Algeria,1983,37988.431565943
103,Algeria,1984,38550.373253921
104,Algeria,1985,39213.036139839
105,Algeria,1986,34806.352150876
106,Algeria,1987,44134.534350867
107,Algeria,1988,48238.377355985
108,Algeria,1989,50803.531147633
109,Algeria,1990,46893.152392388
110,Algeria,1991,42615.215146598
111,Algeria,1992,47346.183461807
112,Algeria,1993,49212.174813746
113,Algeria,1994,61096.746713341
114,Algeria,1995,47643.59079315701
115,Algeria,1996,43041.869237884
116,Algeria,1997,47911.394402534
117,Algeria,1998,50551.471515786994
118,Algeria,1999,54737.426652023
119,Algeria,2000,62462.16206008999
120,Algeria,2001,67996.335223296
121,Algeria,2002,66703.10016622698
122,Algeria,2003,67331.673161041
123,Algeria,2004,56952.56285486299
124,Algeria,2005,62704.555472118
125,Algeria,2006,69563.68036789399
126,Algeria,2007,69643.529339891
127,Algeria,2008,68150.72331179101
128,Algeria,2009,64332.079448535
129,Algeria,2010,55090.313065237
130,Algeria,2011,49036.35967495001
131,Algeria,2012,49060.383800744
132,Algeria,2013,46889.14181267
133,Algeria,2014,45243.413457775
134,Algeria,2015,44175.051143702
135,Algeria,2016,43033.115053599
136,Algeria,2017,45120.716013445
137,Algeria,2018,49414.47340153501
138,Angola,1950,80853.80321890001
139,Angola,1951,124759.440528
140,Angola,1952,115222.787614
141,Angola,1953,185395.0672382
142,Angola,1954,210838.1889955
143,Angola,1955,258374.780395
144,Angola,1956,230229.015105
145,Angola,1957,126043.7175554
146,Angola,1958,153813.68173187107
147,Angola,1959,198834.63951311403
148,Angola,1960,180369.931550176
149,Angola,1961,180693.704106534
150,Angola,1962,174567.57084147303
151,Angola,1963,133802.308090656
152,Angola,1964,219735.498254771
153,Angola,1965,186756.09709171
154,Angola,1966,249051.89194782
155,Angola,1967,228348.21909345
156,Angola,1968,189609.98886207005
157,Angola,1969,143692.05300697798
158,Angola,1970,215889.6338977
159,Angola,1971,192595.19473879
160,Angola,1972,336942.20169481
161,Angola,1973,229493.11583043
162,Angola,1974,177622.49385301003
163,Angola,1975,130255.76775489
164,Angola,1976,59889.134921763005
165,Angola,1977,68611.995756605
166,Angola,1978,76651.29240252802
167,Angola,1979,92824.26396658496
168,Angola,1980,66232.020240693
169,Angola,1981,86273.257125102
170,Angola,1982,90185.97327273
171,Angola,1983,127463.86520782
172,Angola,1984,84511.89449298
173,Angola,1985,67314.09382489999
174,Angola,1986,62862.51534669499
175,Angola,1987,102494.705812635
176,Angola,1988,103664.370086606
177,Angola,1989,121753.6640144
178,Angola,1990,132206.90076132998
179,Angola,1991,103017.863640538
180,Angola,1992,105890.028092128
181,Angola,1993,120078.938909876
182,Angola,1994,115307.869652279
183,Angola,1995,92837.40163787798
184,Angola,1996,123786.137552566
185,Angola,1997,124589.859468801
186,Angola,1998,136515.06890421
187,Angola,1999,141957.98749325
188,Angola,2000,120135.209345604
189,Angola,2001,172786.159807668
190,Angola,2002,134631.90541941102
191,Angola,2003,108001.754235951
192,Angola,2004,119259.21691418598
193,Angola,2005,152787.97252711997
194,Angola,2006,170636.73695358002
195,Angola,2007,193969.71182734
196,Angola,2008,189887.27295768
197,Angola,2009,160929.19205706002
198,Angola,2010,145616.37074466003
199,Angola,2011,173905.784831268
200,Angola,2012,184452.535350748
201,Angola,2013,192965.065386068
202,Angola,2014,209100.03393409
203,Angola,2015,142453.182465818
204,Angola,2016,203134.248600184
205,Angola,2017,196859.480553644
206,Angola,2018,153513.379373774
207,Argentina,1950,16582.5
208,Argentina,1951,35312.100000000006
209,Argentina,1952,44412.600000000006
210,Argentina,1953,50604.3
211,Argentina,1954,52804.98
212,Argentina,1955,50445.54
213,Argentina,1956,41055.54
214,Argentina,1957,43789.26
215,Argentina,1958,44574.240000000005
216,Argentina,1959,62709.780000000006
217,Argentina,1960,64986.66
218,Argentina,1961,61393.2
219,Argentina,1962,66863.22
220,Argentina,1963,92720.28
221,Argentina,1964,124039.74000000002
222,Argentina,1965,134231.04000000004
223,Argentina,1966,119875.92
224,Argentina,1967,132480.18699999995
225,Argentina,1968,245926.084
226,Argentina,1969,179076.12900000002
227,Argentina,1970,156635.38321422
228,Argentina,1971,165258.53635936003
229,Argentina,1972,184513.6262072
230,Argentina,1973,270866.12395796005
231,Argentina,1974,289934.66369970003
232,Argentina,1975,195107.43647948
233,Argentina,1976,313260.37564463995
234,Argentina,1977,503325.83452544
235,Argentina,1978,635488.6440229998
236,Argentina,1979,681378.1112212001
237,Argentina,1980,510751.67129026
238,Argentina,1981,430173.23522422
239,Argentina,1982,530784.9987286999
240,Argentina,1983,463744.7957658
241,Argentina,1984,328978.2552823
242,Argentina,1985,470271.41973588
243,Argentina,1986,444456.28110106
244,Argentina,1987,499620.63328176
245,Argentina,1988,506797.14690692
246,Argentina,1989,489486.03004
247,Argentina,1990,612493.5262800001
248,Argentina,1991,748406.8919999999
249,Argentina,1992,797879.9911780001
250,Argentina,1993,989216.1660779996
251,Argentina,1994,985378.611997
252,Argentina,1995,1214092.7769259997
253,Argentina,1996,1151498.617826
254,Argentina,1997,1139870.8229206
255,Argentina,1998,961466.414732
256,Argentina,1999,775768.498508
257,Argentina,2000,603294.681202
258,Argentina,2001,636997.1391143999
259,Argentina,2002,736670.2299398001
260,Argentina,2003,709066.7809771998
261,Argentina,2004,858596.1695146
262,Argentina,2005,760155.7121022
263,Argentina,2006,756928.604796
264,Argentina,2007,740618.67998
265,Argentina,2008,816982.9600399999
266,Argentina,2009,745252.51296
267,Argentina,2010,649455.7060199999
268,Argentina,2011,562536.3468516001
269,Argentina,2012,553156.3310966599
270,Argentina,2013,577081.18168324
271,Argentina,2014,570414.2058109201
272,Argentina,2015,275341.60401519993
273,Argentina,2016,553420.7470419998
274,Argentina,2017,433311.0762746
275,Argentina,2018,430062.0078166
276,Australia,1950,15411.073147329998
277,Australia,1951,16072.536303128
278,Australia,1952,17857.595039183998
279,Australia,1953,20194.42524144
280,Australia,1954,20522.926646226
281,Australia,1955,21788.476510912
282,Australia,1956,23016.439585898
283,Australia,1957,24319.480040986
284,Australia,1958,25071.421031672
285,Australia,1959,27554.165639358
286,Australia,1960,28573.031585444
287,Australia,1961,27507.95100503
288,Australia,1962,30911.639884618
289,Australia,1963,35136.794529604
290,Australia,1964,36695.19004989
291,Australia,1965,36736.40074461001
292,Australia,1966,37700.06047983
293,Australia,1967,42831.55736575
294,Australia,1968,48125.3153212
295,Australia,1969,57241.854397244
296,Australia,1970,72424.61272681999
297,Australia,1971,105388.18144954
298,Australia,1972,106695.95733086
299,Australia,1973,117463.37571445998
300,Australia,1974,135937.87952196
301,Australia,1975,90415.63313066
302,Australia,1976,113872.7947082
303,Australia,1977,137719.11178186
304,Australia,1978,134989.45200912
305,Australia,1979,148233.02199091998
306,Australia,1980,107570.5878133
307,Australia,1981,180815.3109674
308,Australia,1982,184966.42615932
309,Australia,1983,179813.71591752
310,Australia,1984,159498.86837082
311,Australia,1985,152884.68234412
312,Australia,1986,142718.50697270004
313,Australia,1987,148672.03648336
314,Australia,1988,160124.9586738
315,Australia,1989,189782.60872958
316,Australia,1990,141260.889577
317,Australia,1991,173743.39178184
318,Australia,1992,141520.08778791997
319,Australia,1993,140476.82446502
320,Australia,1994,133994.31907168002
321,Australia,1995,162118.53856822
322,Australia,1996,139276.63633100002
323,Australia,1997,145917.13185266004
324,Australia,1998,148080.61770246
325,Australia,1999,153908.55505243002
326,Australia,2000,120327.85917318
327,Australia,2001,132661.95565763998
328,Australia,2002,82408.88488494
329,Australia,2003,81316.46904612001
330,Australia,2004,77841.46624728
331,Australia,2005,67213.39117028001
332,Australia,2006,61969.00153271
333,Australia,2007,51464.62095494
334,Australia,2008,50611.75915331
335,Australia,2009,49644.26077892
336,Australia,2010,46920.88685434
337,Australia,2011,46958.12784496
338,Australia,2012,42695.57826459999
339,Australia,2013,39739.89836942001
340,Australia,2014,36302.29172618
341,Australia,2015,36252.10075782
342,Australia,2016,38231.68543114001
343,Australia,2017,36594.738455428
344,Australia,2018,36428.644433646
345,Bahrain,1950,5200.0
346,Bahrain,1951,5200.0
347,Bahrain,1952,5600.0
348,Bahrain,1953,6000.0
349,Bahrain,1954,6500.0
350,Bahrain,1955,6900.0
351,Bahrain,1956,7300.0
352,Bahrain,1957,7800.0
353,Bahrain,1958,8200.0
354,Bahrain,1959,8600.0
355,Bahrain,1960,9100.0
356,Bahrain,1961,9900.0
357,Bahrain,1962,10700.0
358,Bahrain,1963,12100.0
359,Bahrain,1964,13300.0
360,Bahrain,1965,15000.0
361,Bahrain,1966,17200.0
362,Bahrain,1967,18500.0
363,Bahrain,1968,15020.0
364,Bahrain,1969,10580.0
365,Bahrain,1970,5060.0
366,Bahrain,1971,5230.0
367,Bahrain,1972,5400.0
368,Bahrain,1973,5580.0
369,Bahrain,1974,5686.0
370,Bahrain,1975,6080.0
371,Bahrain,1976,6064.0
372,Bahrain,1977,5098.0
373,Bahrain,1978,4638.0
374,Bahrain,1979,3902.5
375,Bahrain,1980,5514.0
376,Bahrain,1981,5673.0
377,Bahrain,1982,6663.5
378,Bahrain,1983,8251.5
379,Bahrain,1984,10473.0
380,Bahrain,1985,13577.5
381,Bahrain,1986,13468.0
382,Bahrain,1987,13033.0
383,Bahrain,1988,10820.5
384,Bahrain,1989,10452.5
385,Bahrain,1990,8285.5
386,Bahrain,1991,10049.5
387,Bahrain,1992,10925.0
388,Bahrain,1993,14565.5
389,Bahrain,1994,17215.0
390,Bahrain,1995,21157.0
391,Bahrain,1996,25230.0
392,Bahrain,1997,19378.5
393,Bahrain,1998,15434.8
394,Bangladesh,1972,26839.750198200003
395,Bangladesh,1973,30364.799374474
396,Bangladesh,1974,34403.08348367401
397,Bangladesh,1975,38751.97566195202
398,Bangladesh,1976,43074.26165303399
399,Bangladesh,1977,47552.052119600005
400,Bangladesh,1978,52008.355675246006
401,Bangladesh,1979,56101.685720390014
402,Bangladesh,1980,60332.309443774015
403,Bangladesh,1981,64095.289261262
404,Bangladesh,1982,70011.06530998001
405,Bangladesh,1983,76438.817229556
406,Bangladesh,1984,85710.43325926
407,Bangladesh,1985,90470.397697152
408,Bangladesh,1986,91126.57781098
409,Bangladesh,1987,91911.48234792802
410,Bangladesh,1988,93753.321328318
411,Bangladesh,1989,94705.994460848
412,Bangladesh,1990,95771.703787584
413,Bangladesh,1991,96867.696127328
414,Bangladesh,1992,98509.371833442
415,Bangladesh,1993,101451.294922932
416,Bangladesh,1994,99149.569956378
417,Bangladesh,1995,100469.416756582
418,Bangladesh,1996,102114.65018041398
419,Bangladesh,1997,101997.7132953
420,Bangladesh,1998,106556.884373374
421,Bangladesh,1999,103275.25500691998
422,Bangladesh,2000,102188.166692518
423,Bangladesh,2001,101150.450926656
424,Bangladesh,2002,100533.557898542
425,Bangladesh,2003,103200.352928476
426,Bangladesh,2004,97868.82024269602
427,Bangladesh,2005,92149.656191556
428,Bangladesh,2006,119240.31873
429,Bangladesh,2007,119057.69582000002
430,Bangladesh,2008,115674.67291
431,Bangladesh,2009,115298.33406999998
432,Bangladesh,2010,96753.07225
433,Bangladesh,2011,113806.16957
434,Bangladesh,2012,176423.00783000005
435,Bangladesh,2013,168238.27886000002
436,Bangladesh,2014,161413.22758115997
437,Bangladesh,2015,161443.6930804
438,Bangladesh,2016,172568.19031186003
439,Bangladesh,2017,161450.85017785995
440,Bangladesh,2018,170277.88013858
441,Belgium,1950,14745.241989132
442,Belgium,1951,17549.720047356
443,Belgium,1952,19439.337335698
444,Belgium,1953,16363.445978786
445,Belgium,1954,17246.471701281993
446,Belgium,1955,17607.100250136
447,Belgium,1956,17649.010350933004
448,Belgium,1957,18609.506241508
449,Belgium,1958,18607.99093503
450,Belgium,1959,18135.664903076
451,Belgium,1960,20142.922680402004
452,Belgium,1961,19008.994868708
453,Belgium,1962,20536.021638776994
454,Belgium,1963,22569.750325574
455,Belgium,1964,16381.064230496
456,Belgium,1965,17596.589138067
457,Belgium,1966,19864.748188284
458,Belgium,1967,20633.63010151601
459,Belgium,1968,21190.897358808
460,Belgium,1969,19743.922595484
461,Belgium,1970,18643.756780633998
462,Belgium,1971,18855.74810616
463,Belgium,1972,16037.047353322
464,Belgium,1973,15144.498661484002
465,Belgium,1974,14864.45787855
466,Belgium,1975,14779.844938484
467,Belgium,1976,12562.960740346
468,Belgium,1977,12509.812352266
469,Belgium,1978,12522.853351304002
470,Belgium,1979,11595.014966592
471,Belgium,1980,10718.750668402
472,Belgium,1981,8649.906753424
473,Belgium,1982,7973.917731607999
474,Belgium,1983,9340.908966961995
475,Belgium,1984,9832.108912632
476,Belgium,1985,10058.497237198
477,Belgium,1986,8305.418196233997
478,Belgium,1987,8710.1052248
479,Belgium,1988,9008.679498442
480,Belgium,1989,9350.40410212
481,Belgium,1990,10218.061816152
482,Belgium,1991,10150.731785048
483,Belgium,1992,8694.324241452001
484,Belgium,1993,8737.412604836001
485,Belgium,1994,8238.532582030002
486,Belgium,1995,7766.678775007998
487,Belgium,1996,6952.649704928001
488,Belgium,1997,5771.668775337999
489,Belgium,1998,6265.063659768
490,Belgium,1999,6348.641601004
491,Belgium,2000,7074.20396045
492,Belgium,2001,6670.508391238001
493,Belgium,2002,6692.734228376001
494,Belgium,2003,6625.824557843999
495,Belgium,2004,7055.704775255999
496,Belgium,2005,6190.48552946
497,Belgium,2006,7227.58130749
498,Belgium,2007,8789.904020016
499,Belgium,2008,9008.691611605998
500,Belgium,2009,7669.010799604
501,Belgium,2010,8090.296033328
502,Belgium,2011,8801.655077386
503,Belgium,2012,10463.80691798
504,Belgium,2013,9775.029909309998
505,Belgium,2014,9800.792149866002
506,Belgium,2015,8694.666666416
507,Belgium,2016,9585.501673776002
508,Belgium,2017,10046.282498424
509,Belgium,2018,4730.601652658
510,Belize,1993,7020.0
511,Belize,1994,5743.6363630000005
512,Belize,1995,3511.42808088
513,Belize,1996,2481.818182
514,Belize,1998,794.8633458729998
515,Belize,1999,2032.427030978
516,Belize,2000,2566.2931120000003
517,Belize,2001,923.1893982
518,Belize,2002,15.27021708
519,Belize,2003,43.41546796
520,Belize,2004,1367.009437217
521,Belize,2005,1.245054807
522,Belize,2007,54.73892611
523,Belize,2011,718.2640284600001
524,Belize,2012,1984.3032311
525,Belize,2013,3347.6105805
526,Belize,2014,4579.787161
527,Belize,2015,4348.6330689
528,Belize,2016,1496.9461819000005
529,Belize,2017,1954.0529919
530,Belize,2018,1288.9369789999998
531,Brazil,1950,41373.608769410006
532,Brazil,1951,38115.00726794
533,Brazil,1952,53851.10619935
534,Brazil,1953,30151.224549327
535,Brazil,1954,48935.27719002
536,Brazil,1955,50766.22507093
537,Brazil,1956,53056.8802817
538,Brazil,1957,46593.3858352
539,Brazil,1958,52751.90387989001
540,Brazil,1959,83301.75147391799
541,Brazil,1960,79039.47189614802
542,Brazil,1961,82691.19417499601
543,Brazil,1962,117731.141153097
544,Brazil,1963,182158.05355829
545,Brazil,1964,136914.70113278003
546,Brazil,1965,144669.76343442
547,Brazil,1966,146797.73761048
548,Brazil,1967,110448.98716848
549,Brazil,1968,118566.65583278
550,Brazil,1969,111108.929870809
551,Brazil,1970,174692.95734465
552,Brazil,1971,182242.9615203
553,Brazil,1972,191796.53239564
554,Brazil,1973,222526.40760875
555,Brazil,1974,229940.15735454005
556,Brazil,1975,183719.02301338
557,Brazil,1976,232909.603267664
558,Brazil,1977,217750.812258138
559,Brazil,1978,181552.136160312
560,Brazil,1979,258806.161024602
561,Brazil,1980,159213.28367714604
562,Brazil,1981,171957.888698772
563,Brazil,1982,175703.001305241
564,Brazil,1983,166138.45372295898
565,Brazil,1984,244707.27122318305
566,Brazil,1985,215525.812656237
567,Brazil,1986,202387.84449698203
568,Brazil,1987,185484.871014982
569,Brazil,1988,186199.53906702
570,Brazil,1989,195237.868544143
571,Brazil,1990,117601.512273986
572,Brazil,1991,111345.844439225
573,Brazil,1992,106889.011026644
574,Brazil,1993,114299.73578000898
575,Brazil,1994,100547.89532804098
576,Brazil,1995,104906.29362486802
577,Brazil,1996,77547.232857481
578,Brazil,1997,75202.546962416
579,Brazil,1998,88991.06020416498
580,Brazil,1999,83579.70640256598
581,Brazil,2000,120818.836203318
582,Brazil,2001,109627.67333741
583,Brazil,2002,127022.271526709
584,Brazil,2003,111185.237842001
585,Brazil,2004,96972.374061879
586,Brazil,2005,101497.04026802
587,Brazil,2006,108985.257682284
588,Brazil,2007,123569.5267962
589,Brazil,2008,114211.141340849
590,Brazil,2009,105242.839181442
591,Brazil,2010,102116.521738182
592,Brazil,2011,153981.62595016998
593,Brazil,2012,130445.871043366
594,Brazil,2013,117898.04998032596
595,Brazil,2014,140083.98527460004
596,Brazil,2015,121923.580432024
597,Brazil,2016,127144.4731142
598,Brazil,2017,123623.04781195
599,Brazil,2018,128155.68601438998
600,Brunei Darussalam,1964,1000.0
601,Brunei Darussalam,1965,1100.0
602,Brunei Darussalam,1966,1200.0
603,Brunei Darussalam,1967,1200.0
604,Brunei Darussalam,1968,1300.0
605,Brunei Darussalam,1969,1300.0
606,Brunei Darussalam,1970,1500.0
607,Brunei Darussalam,1971,1500.0
608,Brunei Darussalam,1972,1500.0
609,Brunei Darussalam,1973,1500.0
610,Brunei Darussalam,1974,1500.0
611,Brunei Darussalam,1975,1630.3045912
612,Brunei Darussalam,1976,1695.559435
613,Brunei Darussalam,1977,2248.8142788
614,Brunei Darussalam,1978,2764.0691226
615,Brunei Darussalam,1979,2856.3239664
616,Brunei Darussalam,1980,2273.456657219
617,Brunei Darussalam,1981,2634.400904529
618,Brunei Darussalam,1982,2558.810535658
619,Brunei Darussalam,1983,3195.026399477
620,Brunei Darussalam,1984,4217.502159
621,Brunei Darussalam,1985,4797.801583097
622,Brunei Darussalam,1986,4698.14016847
623,Brunei Darussalam,1987,4416.886096077
624,Brunei Darussalam,1988,2452.8494102060004
625,Brunei Darussalam,1989,2780.5303569260004
626,Brunei Darussalam,1990,2875.689303677
627,Brunei Darussalam,1991,5598.038947097
628,Brunei Darussalam,1992,5462.265740587
629,Brunei Darussalam,1993,4455.234103838
630,Brunei Darussalam,1994,6016.608125327999
631,Brunei Darussalam,1995,6423.245451819001
632,Brunei Darussalam,1996,7810.592997154
633,Brunei Darussalam,1997,6990.491678703001
634,Brunei Darussalam,1998,7477.904303683
635,Brunei Darussalam,1999,5024.873537838
636,Brunei Darussalam,2000,7561.02139529
637,Brunei Darussalam,2001,5724.7541302320005
638,Brunei Darussalam,2002,4569.754800199
639,Brunei Darussalam,2003,4726.906398803001
640,Brunei Darussalam,2004,4634.65515205
641,Brunei Darussalam,2005,5142.086779954
642,Brunei Darussalam,2006,4538.927850499001
643,Brunei Darussalam,2007,5740.471016205
644,Brunei Darussalam,2008,5807.117942165
645,Brunei Darussalam,2009,5510.879973491
646,Brunei Darussalam,2010,7674.487532694
647,Brunei Darussalam,2011,7478.515721853999
648,Brunei Darussalam,2012,7598.039687174
649,Brunei Darussalam,2013,7698.944639237001
650,Brunei Darussalam,2014,7920.290578945
651,Brunei Darussalam,2015,4742.460890875
652,Brunei Darussalam,2016,5849.898739181001
653,Brunei Darussalam,2017,5547.455086614
654,Brunei Darussalam,2018,5415.020787835
655,Bulgaria,1950,295.98669300000006
656,Bulgaria,1951,268.723991
657,Bulgaria,1952,243.05592700000005
658,Bulgaria,1953,175.855385
659,Bulgaria,1954,312.101555
660,Bulgaria,1955,267.929526
661,Bulgaria,1956,321.28092
662,Bulgaria,1957,559.60551
663,Bulgaria,1958,477.789082
664,Bulgaria,1959,335.177019
665,Bulgaria,1960,278.18317656
666,Bulgaria,1961,232.806612
667,Bulgaria,1962,526.7261879999999
668,Bulgaria,1963,546.6529620000001
669,Bulgaria,1964,2399.5488255
670,Bulgaria,1965,6390.532552227
671,Bulgaria,1966,10987.945493159998
672,Bulgaria,1967,19665.84684351
673,Bulgaria,1968,28256.37726394
674,Bulgaria,1969,41841.30110326
675,Bulgaria,1970,62545.576884929
676,Bulgaria,1971,91763.46475631
677,Bulgaria,1972,67087.704469814
678,Bulgaria,1973,38542.46984389001
679,Bulgaria,1974,42335.67317065001
680,Bulgaria,1975,37732.540057748
681,Bulgaria,1976,55691.26125131
682,Bulgaria,1977,44505.025975883
683,Bulgaria,1978,38052.91020123
684,Bulgaria,1979,79949.94238632
685,Bulgaria,1980,9932.226100626
686,Bulgaria,1981,43149.488667859
687,Bulgaria,1982,64874.991666921
688,Bulgaria,1983,63035.680070418
689,Bulgaria,1984,56565.48040115
690,Bulgaria,1985,28736.30073491
691,Bulgaria,1986,48327.452238590005
692,Bulgaria,1987,29191.55885887
693,Bulgaria,1988,214017.2036295
694,Bulgaria,1989,82249.82041665
695,Bulgaria,1990,36875.42203888
696,Bulgaria,1991,21777.86555749
697,Bulgaria,1992,14820.560455926
698,Bulgaria,1993,9520.175757267
699,Bulgaria,1994,5696.647594104001
700,Bulgaria,1995,4902.01891992
701,Bulgaria,1996,3843.169733734
702,Bulgaria,1997,2821.74318919
703,Bulgaria,1998,1450.94553954
704,Bulgaria,1999,989.305407708
705,Bulgaria,2010,19.197
706,Bulgaria,2011,9.521
707,Bulgaria,2012,2.988
708,Bulgaria,2013,0.6672
709,Bulgaria,2016,0.5670000000000001
710,Bulgaria,2018,0.66
711,Cabo Verde,2000,5919.478678295999
712,Cabo Verde,2001,838.998318809
713,Cabo Verde,2003,1555.653318067
714,Cabo Verde,2006,794.752044644
715,Cabo Verde,2012,8997.6193003
716,Cabo Verde,2013,736.428168
717,Cabo Verde,2014,35839.5246
718,Cabo Verde,2015,25970.67
719,Cabo Verde,2016,42928.6875976
720,Cabo Verde,2017,55647.2
721,Cabo Verde,2018,68365.71336335999
722,Cambodia,1991,69674.21920727199
723,Cambodia,1992,68057.081265654
724,Cambodia,1993,59371.74408606
725,Cambodia,1994,55422.29840406201
726,Cambodia,1995,56628.84754332
727,Cambodia,1996,57588.1911117
728,Cambodia,1997,56729.61328514
729,Cambodia,1998,59127.303458860006
730,Cambodia,1999,64926.79102910999
731,Cambodia,2000,66141.95109317
732,Cambodia,2001,69111.26392386999
733,Cambodia,2002,66070.88950896701
734,Cambodia,2003,69464.36101258801
735,Cambodia,2004,64877.23462320299
736,Cambodia,2005,70091.35133432
737,Cambodia,2006,69437.58681559001
738,Cambodia,2007,70771.39939902001
739,Cambodia,2008,71480.534776678
740,Cambodia,2009,77547.81508124998
741,Cambodia,2010,86968.99125994799
742,Cambodia,2011,112759.082275548
743,Cambodia,2012,116149.77708927
744,Cambodia,2013,111200.17651413802
745,Cambodia,2014,127910.74308867998
746,Cambodia,2015,121355.22408618
747,Cambodia,2016,121695.85686956
748,Cambodia,2017,122118.83589348
749,Cambodia,2018,183129.56762524
750,Cameroon,1951,70.08000000300001
751,Cameroon,1952,140.15999996699998
752,Cameroon,1953,560.639999988
753,Cameroon,1954,1752.000000189
754,Cameroon,1955,2919.9999999240003
755,Cameroon,1956,3212.000000331
756,Cameroon,1957,2981.904000208
757,Cameroon,1958,3048.479999941
758,Cameroon,1959,3340.480000109
759,Cameroon,1960,3598.671999581
760,Cameroon,1961,4241.381399735999
761,Cameroon,1962,5909.77800016
762,Cameroon,1963,8154.317600361
763,Cameroon,1964,8800.699200148001
764,Cameroon,1965,9610.30522347
765,Cameroon,1966,12520.557110415
766,Cameroon,1967,12821.964130432
767,Cameroon,1968,13979.419545057
768,Cameroon,1969,16748.330807196
769,Cameroon,1970,23858.803010287
770,Cameroon,1971,24796.230148606
771,Cameroon,1972,20228.982473851
772,Cameroon,1973,18497.389950712
773,Cameroon,1974,20076.914517031
774,Cameroon,1975,21990.564994612003
775,Cameroon,1976,23465.558131600003
776,Cameroon,1977,22056.794273213
777,Cameroon,1978,23087.541898868
778,Cameroon,1979,22906.737709984
779,Cameroon,1980,22096.278600592
780,Cameroon,1981,20841.431927132
781,Cameroon,1982,19398.801598297003
782,Cameroon,1983,18411.125571407003
783,Cameroon,1984,17664.902673777997
784,Cameroon,1985,17323.823803536
785,Cameroon,1986,16679.710998873
786,Cameroon,1987,16094.962888518998
787,Cameroon,1988,15573.902299034
788,Cameroon,1989,15078.610968977
789,Cameroon,1990,14841.489737910002
790,Cameroon,1991,15078.012877390996
791,Cameroon,1992,15323.654208689
792,Cameroon,1993,15265.628967336002
793,Cameroon,1994,14908.257464515
794,Cameroon,1995,15646.796803849998
795,Cameroon,1996,14719.195061854
